TIMESTAMP, READING, VALUE
2020-08-26 12:30:00,PX_RECTIFIER_LOAD,2.5927
2020-08-26 12:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 13:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 13:00:00,PX_RECTIFIER_LOAD,2.7912
2020-08-26 13:00:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 13:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 13:30:00,PX_RECTIFIER_LOAD,2.6864
2020-08-26 13:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 14:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 14:00:00,PX_RECTIFIER_LOAD,2.6141
2020-08-26 14:00:00,PX_GENERATOR_1_FUEL_LEVEL,364.8500
2020-08-26 14:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 14:30:00,PX_RECTIFIER_LOAD,2.5273
2020-08-26 14:30:00,PX_GENERATOR_1_FUEL_LEVEL,364.8500
2020-08-26 15:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 15:00:00,PX_RECTIFIER_LOAD,2.4364
2020-08-26 15:00:00,PX_GENERATOR_1_FUEL_LEVEL,364.8500
2020-08-26 15:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 15:30:00,PX_RECTIFIER_LOAD,2.6438
2020-08-26 15:30:00,PX_GENERATOR_1_FUEL_LEVEL,364.8500
2020-08-26 16:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 16:00:00,PX_RECTIFIER_LOAD,2.7693
2020-08-26 16:00:00,PX_GENERATOR_1_FUEL_LEVEL,364.8500
2020-08-26 16:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 16:30:00,PX_RECTIFIER_LOAD,2.4915
2020-08-26 16:30:00,PX_GENERATOR_1_FUEL_LEVEL,364.8500
